SOS1131K,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282
-3,-0.022309736,-0.009634591,-0.006278971,-0.005393213,-0.001473344,-0.036506988,-0.015123539,0.040671682,-0.006534561,-0.012994902,0.001167965,-0.046218574,-0.006845293,-0.009652044,-0.01003227,0.000547102,-0.005729594,-0.008768436,0.025807747,-0.003178592,-0.007667201,0.01475151,-0.002240532,-0.029226973,-0.014743723,0.004001157,-0.012937312,-0.024982845,0.004093183,-0.026453025,-0.012811266,-0.014550762,0.004107825,-0.035032642,0.001189509,-0.029155189,0.003160434,0.007166509,0.006176785,0.009216286,-0.011785944,-0.002484995,0.003159433,-0.038238492,0.004480764,0.004145462,-0.032912192,0.003676925,-0.011720661,-0.023396625,-0.016345611,-0.004252009,-0.002843006,-0.002474027,-0.008809695,-0.007519501,-0.009896989,0.002182196,0.001335044,0.000255552,-0.010697295,-0.00831795,-0.064834307,-0.024787688,-0.006692839,-0.092644783,-0.015855262,-0.055218187,-0.053866685,-0.017465737,-0.015685116,0.005743417,-0.032154676,-0.045072752,0.050203561,-0.036099613,-0.00134338,-0.004845457,-0.000828851,-0.004053267,0.002286002,-0.037874999,-0.002107863,-0.014216575,-0.028925834,-0.007955761,-0.01718904,-0.019534726,-0.021316146,-0.035531791,0.002296561,-0.016303705,0.002242318,-0.002819209,0.02804509,-0.017405523,0.000383363,0.004730566,-0.000213362,0.004841806,-0.017577206,-0.014473795,-0.013265263,-0.016613572,0.001805687,-0.001309329,0.000951647,0.017789478,0.033318072,0.028787041,0.000372354,0.003661565,0.006881424,0.011326186,-0.022565856,-0.011745983,0.004678959,-0.007167381,-0.00111855,-0.000374236,0.014255798,-0.014494352,0.011175989,7.72397E-05,-0.000947265,-0.006480113,-0.001495387,0.048917717,0.026893853,0.037797748,0.017954511,-0.015801595,-0.000788864,-0.012712965,-0.012766398,-0.017130234,-0.064722469,0.003055753,0.011439534,0.029285718,0.012061383,0.005030743,0.01523819,-0.011710128,0.002839585,0.009735249,0.002635254,-0.007867003,-0.002039658,0.004186326,-0.005529518,0.010013648,-0.002886894,-0.011117485,0.016738479,-0.005529057,0.024007396,-0.010763161,-0.022866125,-0.012106549,-0.05045814,0.022424987,-0.019769226,-0.008046448,-0.003674454,-0.007477064,-0.020422129,0.010812873,0.004290233,-0.009491707,-0.004118069,0.012168226,-0.000393585,-0.008232753,0.00990754,0.004262568,-0.009627083,0.000244469,-0.016246453,-0.053313765,-0.03103873,-0.051880546,-0.052233271,-0.02759237,-0.008564169,0.018337712,-0.00830977,-0.036570643,-0.01325811,-0.010371112,-0.010078876,-0.008372457,-0.015517317,-0.018783489,-0.015850539,-0.009824863,0.003847275,-0.012290835,-0.025135268,-0.022408516,-0.029121012,-0.041097937,-0.005552992,0.020205952,-0.020929853,-0.005999838,0.027399556,-0.007028114,-0.010850487,-0.05214038,0.00300906,-0.044313481,0.00378617,-0.018053347,-0.027271331,0.01122552,8.89741E-07,-0.00347671,-0.016420437,0.034210844,0.032248886,-0.020734232,-0.009014218,-0.008326803,-0.013633435,-0.01386863,0.012359481,-0.02084219,-0.085427021,-0.015829656,-0.056767058,0.008693304,-0.007724522,-0.017808504,-0.024542097,-0.009610493,-0.013843075,-0.00462146,-0.006888152,-0.012365022,0.012337241,-0.022061436,-0.021259438,-0.024095291,-0.03204952,0.000856469,-0.009559943,-0.010540456,-0.005414663,-0.00582195,-0.006129639,-0.017890038,-0.00923539,-0.002040283,-0.014643572,-0.004021035,0.00385151,0.0081808,-0.008429895,-0.00089225,0.004398869,-0.000783847,-0.007374714,0.004044988,-0.006903487,-0.004165506,0.017347863,-0.01178286,0.014874138,0.001006594,-0.014098555,0.006024816,0.006609738,-0.001005077,-0.022822025,-0.006936558,0.009712202,0.000946003,-0.016025136,0.002500905,0.036047346,-0.012135229
-2,0.047841076,0.005664907,0.003952266,0.001366013,-0.000253108,0.046802949,0.037890807,-0.034101402,0.016172681,0.002069694,0.011654895,0.01401488,-0.015296725,-0.001556885,-5.07724E-05,-0.009249277,-0.002880967,0.010483164,-0.010527285,0.008283913,0.002020213,-0.010328295,0.001046962,0.021367297,0.012599802,0.002691122,0.0110519,0.012537514,-0.002394829,0.015778019,-0.005784923,-0.003409609,0.002926895,0.017463363,0.00267386,-0.025870616,-0.006435378,0.000528354,0.005967924,-0.00558794,0.003406952,0.010278507,-0.003669178,0.01614333,0.001484812,-0.002323981,0.011990297,0.010718133,0.02397784,0.008749415,-0.000599227,-0.00313667,0.000705571,0.007844945,0.022447739,-0.000368526,0.004542689,-0.008733622,0.009449887,-0.003803177,4.0052E-06,-0.020436723,0.033630005,0.013974101,-0.003823038,0.061130791,-0.014653993,0.021988965,0.039753461,-0.003021836,0.020715027,-0.020544668,-0.017546705,0.026268979,-0.038056301,0.00753255,0.000837409,0.002949898,0.007750371,-0.01483118,-0.030429692,0.028326547,-0.006479712,0.004533167,0.037358482,0.001161739,0.012326666,0.01301821,-0.001543145,0.021798626,-0.000682612,0.006951775,-0.009071893,0.007406277,0.009430039,-0.002368013,0.006321932,0.002597694,-0.011787281,-0.00127141,-0.00177273,0.002108641,-0.003546644,0.003170463,-0.000574174,-0.002420027,0.003666406,-0.014497481,-0.024149137,-0.016982428,0.00166888,0.008841659,-0.002067871,-0.007096736,0.00965015,0.000149412,-0.014859444,-0.003956091,-0.015206425,-0.007283816,0.011924253,0.01036991,0.024952498,0.002382502,0.00237694,0.003337373,0.002101797,-0.023904943,-0.014274257,-0.010645844,-0.015415608,-0.002283372,-0.00322132,-0.001608847,0.002002932,0.022475563,0.026746786,-0.007967989,-0.002416565,-0.01576233,-0.010785305,-0.005162263,-0.014669252,0.00339502,-0.006774872,-0.003802534,0.008483526,0.008185499,-3.34083E-05,-0.010563625,0.013814678,0.002702106,-0.001826991,-0.007257775,0.004101601,-0.022492379,0.018679418,0.005976925,0.011500821,-0.003444958,-0.005139516,0.031187836,0.017685837,0.007119762,0.005881033,0.005248117,0.021016796,-0.021291465,0.014618541,0.011928724,-0.00679708,0.00267001,-0.014165023,0.00511419,-0.007951052,-0.006075126,0.004762369,0.003950772,-0.002476129,0.017552443,0.01177007,0.024845922,0.027577008,0.009492584,-0.006648346,-0.002964071,0.000710407,0.013045649,0.013929721,0.007366122,0.002042092,0.000492513,0.001614954,-0.001337815,-0.005112492,0.002350555,0.004874437,0.011459717,0.004446021,-0.014109756,0.021749945,0.022949518,-0.005789158,-0.026403163,0.018885267,-0.02267074,-0.02324154,-0.005539491,0.006129437,0.018612142,-0.003130158,0.022310676,0.002030145,-0.021376743,0.01259798,0.00546328,0.036056958,-0.000931311,-0.002317751,7.21603E-05,0.030870238,-0.002852116,0.003273635,0.003353916,-0.001997022,0.005542822,-0.03625916,-0.025420509,-0.017608821,0.019769367,-0.000363494,0.008949279,0.014000792,0.012169753,0.010754755,0.007482514,0.00922094,-0.01078581,0.001767235,0.001162037,-0.006125545,0.01122538,-0.005211596,0.004384763,0.016429667,0.01071025,0.025784893,0.007901,0.010723533,0.008563821,-0.001643569,-0.001586408,0.002145149,-0.008429449,0.004248789,0.001777611,0.000885266,-0.009515893,0.000119918,0.004065404,-0.00182388,-0.005256218,-0.010394149,-0.004069446,0.001717023,-0.002874254,-0.011059141,0.003474508,0.001823868,-0.014321036,0.000992079,3.95556E-05,-0.000472328,1.55393E-05,0.014222158,0.001956211,-0.004001206,0.003634089,-0.009221771,-0.027637451,-0.011277409,-0.013890679
-1,-0.024859437,0.004176474,0.002390233,0.004033994,0.001728487,-0.010477745,-0.022495942,-0.006307087,-0.009845955,0.011080006,-0.012668987,0.032964492,0.02217355,0.011394594,0.009793885,0.008667196,0.008555415,-0.001721342,-0.015241487,-0.005031937,0.005605243,-0.004820142,0.00120456,0.008163977,0.002326963,-0.006596363,0.001746725,0.012542528,-0.001613395,0.011361417,0.01829595,0.018295872,-0.007051054,0.01696043,-0.003869448,0.053661313,0.003105407,-0.007994947,-0.01233447,-0.003820374,0.008384514,-0.007561672,0.000597993,0.021382365,-0.006035383,-0.001799044,0.021650376,-0.014640866,-0.01200061,0.014865267,0.01695522,0.007297335,0.002199558,-0.005354455,-0.013530431,0.007948642,0.005161162,0.006539128,-0.010410485,0.003619891,0.010568441,0.027652243,0.030261611,0.010809849,0.010746652,0.030318915,0.031052063,0.034249242,0.014862151,0.020307739,-0.004985276,0.015021531,0.049051235,0.019552964,-0.00944108,0.029401417,0.000505178,0.001815063,-0.00687154,0.018667802,0.027821197,0.009281586,0.008574044,0.009767972,-0.007977776,0.007068321,0.00500382,0.006566881,0.023368925,0.014605033,-0.001628452,0.009910595,0.006926479,-0.004504106,-0.038050116,0.019961468,-0.006815291,-0.007357665,0.012121721,-0.003622546,0.019839961,0.012465309,0.017339536,0.013956828,-0.001222197,0.003724343,-0.004601762,-0.003309314,-0.009580908,-0.01241189,-0.002025855,-0.012382309,-0.004838156,-0.004252067,0.013086216,0.011503132,0.010336017,0.011239845,0.016474932,0.007731964,-0.026383896,0.004171194,-0.036678214,-0.002469014,-0.001433458,0.003202151,-0.000598986,-0.024685452,-0.012620141,-0.027616294,-0.002993459,0.019092928,0.004073618,0.014532948,0.011067306,-0.004902498,0.039645424,0.004842904,-0.009051099,-0.013993996,-0.001306348,0.00011161,-0.000979559,0.008328733,0.003959365,-0.005860726,-0.01096715,-0.000161935,0.00204522,0.006311456,-0.008146209,-0.012823903,0.004773409,0.018517217,-0.020993221,0.029052599,-0.043054639,0.004681172,0.011460069,0.015757905,0.054731517,-0.054630897,0.002227178,0.000966105,-0.002224561,0.002241075,-0.000298163,0.010739462,-0.01885235,-0.002264642,0.010920392,-0.015128255,0.014404542,0.003271983,-0.001965373,0.001729502,0.005303744,-0.004116366,0.018456871,0.038760319,0.019694097,0.028198371,0.025319375,0.02265493,0.015818525,-0.01511975,0.007604329,0.022318491,-0.000748823,0.002656039,0.007820512,0.007698794,0.013838182,0.021703831,0.021744458,0.007939537,-0.009011773,0.000970343,0.019453649,0.035681967,0.007733521,0.018895624,0.010944394,0.005977088,0.001994832,0.028145932,-0.003354124,0.012858755,0.005411189,0.030227145,0.000163928,0.0199415,-0.005563385,0.035374892,0.01257998,-0.017058834,-0.036342644,0.004219893,0.016200727,-0.030441782,-0.060005507,0.022885796,0.005845394,0.004673929,0.016167197,0.008233147,0.023289219,0.04693041,0.107110819,-0.003838877,0.057383421,-0.017919433,-0.005775108,0.006727897,0.013697225,0.002369993,0.004883948,0.015600637,0.005306131,0.01166293,-0.006017595,0.011109253,0.026859159,0.019530359,0.01587341,-0.011582988,-0.015906545,0.002622712,-0.005460235,-0.002684847,0.008057811,0.020382556,0.007330468,0.010910398,0.010580709,0.002323232,-0.00471875,0.001370922,0.008346805,-0.003132365,-0.002529385,0.006169322,0.018020102,1.01984E-06,0.005442848,0.007237612,-0.006093625,0.008164312,-0.017063217,0.013434914,0.013123289,-0.006224438,-0.006207362,0.000999108,0.008921535,0.00523315,-0.005912624,-0.004560414,0.025318732,0.025948078,-0.025809388,0.026280312
0,-0.004450738,-0.02084959,0.007685387,0.006183373,0.015390457,-0.021503879,-0.019339013,0.091555977,0.059118121,0.053343114,0.070260551,0.103424442,0.019089265,0.009636606,0.018276403,0.018882517,-0.025082944,-0.019014219,-0.020853392,-0.012263612,-0.034918373,0.021026339,-0.013463442,-0.017056892,0.005660871,0.007156088,0.017342246,-0.024789754,-0.001837958,0.022011261,0.009284145,-0.028441259,-0.021549863,0.003808714,0.102665956,0.138683241,0.050041067,0.019849807,0.005775152,0.01656199,0.038470957,-0.02664659,0.025175742,0.061080176,-0.01276799,0.011971409,0.028386428,-0.015315471,0.023196437,0.074087789,0.125314461,0.060611183,0.137565434,0.104180606,0.139499475,0.186822621,-0.013950691,0.039373933,0.113316857,0.083334523,0.084538162,0.287635798,0.153372048,0.333064146,0.117481171,0.18274789,0.136363417,0.149617283,0.182245542,0.358779443,0.054254894,0.229482094,0.22557641,0.121114347,0.449498286,0.374733922,0.139867967,0.136498886,0.159246087,0.357003507,0.373280211,0.051145587,0.000207647,-0.010001034,0.01997352,0.033514941,0.025413825,-0.0008489,-0.008024268,0.017037003,-0.012747698,-0.003708994,0.029927232,0.008401558,0.000463188,-0.006213594,-0.0334984,0.01306076,0.048530305,0.014062735,0.030597107,0.025499472,0.022038059,0.015544466,0.005376471,-0.000900658,-0.009250516,-0.019327974,0.004674408,0.023025536,-0.019942438,-0.011708771,-0.001367358,-0.002472211,-0.000195112,-0.002230191,-0.080112084,-0.011314621,-0.007323426,-0.021620057,-0.005970731,-0.011182262,0.038817662,-0.02567548,-0.012499832,-0.012195067,-0.012947878,-0.017228835,0.036573601,0.007401076,0.030243744,0.018835584,0.060206679,0.075764873,0.07055855,0.058533226,-0.027052136,0.018293557,0.05247508,0.02344682,0.046327717,0.091845802,0.059550232,0.082711724,0.110889755,0.035316882,0.101488522,0.049364768,0.082441448,0.042890855,0.131678503,0.1366935,0.039881319,0.139986345,0.057246825,0.312151785,0.283256602,0.226685675,0.378352116,0.13164697,0.237191501,0.104441039,0.240951507,0.187021028,0.118914925,0.190168025,0.078849703,0.158123537,0.184262483,0.163835613,0.251442833,0.117271589,0.317004183,0.186424688,0.19767535,0.220784058,0.058206801,-0.004590562,0.016184993,0.027203987,0.034930786,0.019411268,0.035006335,0.030947233,-0.043185746,0.059447756,0.011962002,0.043420784,0.035893126,0.019259347,0.020782012,0.013625814,0.047606118,0.028692254,0.044092027,0.085894464,0.000330774,0.082705779,0.067178746,0.122122994,0.045692873,0.210243834,0.130369369,0.081680368,0.144380235,0.205959003,0.14862609,0.089113854,0.185431706,0.147366034,0.132391137,0.204946679,0.06298924,0.362079011,0.309462638,0.139018468,0.061924743,0.205516219,0.263665157,0.286212374,0.138499838,0.178280762,0.07487866,0.110835377,0.119410423,0.159842147,0.156685306,0.214352159,0.42931766,0.149326851,0.159961625,0.005754444,0.012867842,0.037901636,-0.004760394,0.018027643,0.029268045,0.040571427,0.013922471,0.006273647,0.065464467,0.010698381,0.065157856,0.074853295,0.113632533,0.007088146,0.117440071,0.004708207,-0.006131573,0.004702374,0.101833888,0.047533006,0.014417356,0.023302198,0.118336251,0.011904899,0.006285913,-0.020571195,0.005643127,-0.019795702,0.037584404,0.042026991,0.046709508,0.029226978,0.032582651,0.053306681,0.034312585,0.0374581,0.149265012,0.030957946,0.071237362,0.0359235,0.031146002,0.109591819,0.116287316,0.096243103,0.035792046,0.108770023,0.121772579,0.153417205,0.006433812,0.160784479
1,0.185283015,0.154500999,0.057488437,0.102125666,0.087718336,0.193870816,0.209012292,0.24402603,0.308682617,0.13336071,0.224244999,0.250020876,0.189127491,-0.008490623,0.034972466,0.05560089,-0.00045568,0.002534019,-0.057131164,1.33886E-05,0.00798981,0.050665947,0.061663411,0.057160874,0.021296099,0.036462537,0.064872476,0.021009923,0.076418894,0.112421685,0.184252829,-0.013054672,-0.010758543,-0.029532128,0.120424896,0.197066399,0.050525564,0.054359515,0.161009724,0.228993923,0.14799199,0.271379104,0.206603588,0.316467319,0.143174789,0.146813042,0.239656466,-0.000862999,0.22543002,0.168144285,0.3112432,0.183572391,0.328789838,0.331946734,0.407160697,0.339205587,0.264224463,0.231235625,0.209975088,0.256172979,0.266514698,0.530465192,0.511554472,0.614485719,0.214370198,0.497029657,0.365310416,0.477609177,0.309531156,0.42760254,0.184017279,0.270777941,0.383960157,0.343891194,0.638259992,0.590232761,0.248868129,0.28753905,0.400040454,0.648714577,0.598568333,0.209615948,-0.044830748,-0.023721967,-0.025037749,-0.020092192,0.04612857,0.037889575,0.076793608,0.090155595,0.146577762,0.003476191,0.179314436,0.125353034,0.094118703,0.096727691,0.218224978,0.10766203,0.178744126,0.034426241,0.113442203,0.075216878,0.063552209,0.070692338,0.061268051,0.033671983,0.104513063,0.038219264,0.108653621,0.066738542,0.050797774,0.158140439,0.045426721,0.047753305,0.076961718,0.100196066,0.01447717,0.06618357,0.094022627,0.071010576,0.057556162,0.003044448,0.143362481,0.032320173,0.015205509,0.039487548,-0.006893139,0.243278113,0.253520212,0.171444132,0.147722727,0.170930394,0.209957257,0.143859747,0.193151252,0.150907071,0.279926813,0.268372661,0.224244022,0.17917671,0.184449698,0.175652561,0.183618043,0.283948244,0.265259234,0.172836208,0.311728506,0.286350942,0.204915296,0.186443068,0.315749937,0.389781383,0.121546675,0.228592469,0.204501811,0.472645323,0.425400421,0.403246067,0.64815949,0.371703862,0.518374534,0.285873477,0.395500544,0.350680932,0.338769926,0.350310269,0.182162601,0.261187836,0.419524718,0.402559231,0.359559891,0.249153809,0.440066589,0.340973909,0.353015911,0.361821341,0.174103879,0.112441042,0.150913733,0.293690003,0.27318077,0.108346382,0.365186246,0.136766033,0.130520415,0.403913012,0.223199789,0.233791695,0.268036054,0.255367362,0.069200797,0.086015197,0.170681709,0.110046474,0.154196889,0.250464868,0.083486503,0.252999879,0.251295925,0.434559276,0.264211813,0.550376168,0.309276685,0.110424158,0.318039505,0.479936026,0.303827664,0.269688361,0.37538015,0.369855801,0.233487481,0.37966698,0.194597449,0.640825328,0.589868486,0.317899903,0.212474576,0.413796085,0.489448862,0.41170353,0.314234676,0.305344767,0.227937493,0.184541793,0.266647385,0.402717511,0.258342513,0.437380289,0.72031748,0.402370394,0.296008289,0.139326022,0.036422089,0.162257054,0.004718349,0.133463642,0.11546545,0.215464445,0.181792279,0.03878821,0.154178051,0.062018391,0.172693412,0.263338601,0.194194778,0.084559269,0.220909146,0.073809079,0.112294425,0.156843815,0.213892584,0.16099229,0.184405432,0.026074452,0.164160526,0.204329941,0.082211355,0.209459468,0.048566001,0.164751208,0.272468739,0.129461062,0.118439627,0.256323341,0.054891332,0.13246542,0.240038269,0.334259861,0.293432435,0.123472771,0.204566652,0.202094722,0.151820009,0.241754487,0.196563585,0.165028678,0.085952494,0.201817667,0.233933642,0.2414818,0.084132345,0.271525543
2,0.290791887,0.210500091,0.123133953,0.165302235,0.161560391,0.219340216,0.278579265,0.315970817,0.450176363,0.154007508,0.257964291,0.356684691,0.306867978,0.003856207,0.037481286,0.062117979,0.061140259,0.069542603,0.002743903,0.020613152,0.058682177,0.087029106,0.127650342,0.089335128,0.06140437,0.126936072,0.069893486,0.07176316,0.139300691,0.204278228,0.246923985,0.039734483,0.049014976,0.031519797,0.108446184,0.215862253,0.08553135,0.09589817,0.293984178,0.295048836,0.269058217,0.339405479,0.29833153,0.568964803,0.274444368,0.255961712,0.397609161,0.047439039,0.385498328,0.314175519,0.435985885,0.258120319,0.493824059,0.452899671,0.583149217,0.480518436,0.655340765,0.460687311,0.331694156,0.41573176,0.388043016,0.740385213,0.537176644,0.679055146,0.229845871,0.744016455,0.47888456,0.485023091,0.461342546,0.48458168,0.237301865,0.283917823,0.453629568,0.420825618,0.778503667,0.619417463,0.344064588,0.42022604,0.546401072,0.731230281,0.743925043,0.314963074,0.001383016,0.03257677,0.093173984,0.08558226,0.084286938,0.063928051,0.109844158,0.135179118,0.202695087,0.021361343,0.283438419,0.13368541,0.159674946,0.179090569,0.244263743,0.147523297,0.295441691,0.064015773,0.209946769,0.129177426,0.134661766,0.133772457,0.155585443,0.074211775,0.197423151,0.0787133,0.261736837,0.150590353,0.124758622,0.287229579,0.133149102,0.100255216,0.107495362,0.174204105,0.148328486,0.148746143,0.171782222,0.134261655,0.153863217,0.045276818,0.221722576,0.115809308,0.087593468,0.070550314,0.038743516,0.445975852,0.420595477,0.281486694,0.178853818,0.307118244,0.270812045,0.300713069,0.321045062,0.218817476,0.357665865,0.309237698,0.36944323,0.262871907,0.245969644,0.218852338,0.210267551,0.396882657,0.373362289,0.230146769,0.366765383,0.385067118,0.27811871,0.323817257,0.385694363,0.573965901,0.144549205,0.283189459,0.294629873,0.613029299,0.53540314,0.529415525,0.848279771,0.442953738,0.653665914,0.344182151,0.512235587,0.457849587,0.497476565,0.481547943,0.229830353,0.382842567,0.577751802,0.564602271,0.393118924,0.372094403,0.484421181,0.471302866,0.44180055,0.413112979,0.256875881,0.186259384,0.254936033,0.32135505,0.402797764,0.155241903,0.526422265,0.257584299,0.267373458,0.602888678,0.39664747,0.440351345,0.402404717,0.34278942,0.100873444,0.160139422,0.236415718,0.174832589,0.315936092,0.353781071,0.06465311,0.334880433,0.374169153,0.623229242,0.379677854,0.761235592,0.474284543,0.248577855,0.384279807,0.609002855,0.458821026,0.392728242,0.484228476,0.535429639,0.311842497,0.466959695,0.227791634,0.77973889,0.774724587,0.498017983,0.334918675,0.576646496,0.562907157,0.665437027,0.398446544,0.357358073,0.341965064,0.241532986,0.36844039,0.540967199,0.295311866,0.474672968,0.775735377,0.633454998,0.361913011,0.285042821,0.083848473,0.24519492,0.12595738,0.225724326,0.132340257,0.320832355,0.297093355,0.076731141,0.298659027,0.127939955,0.252137819,0.382026344,0.265264366,0.169807489,0.293845178,0.146217415,0.181903244,0.298142369,0.387227454,0.259132483,0.318615328,0.100680035,0.24082104,0.304739811,0.162750722,0.437188438,0.096386448,0.393105654,0.401773085,0.188457177,0.237887406,0.366625612,0.076044304,0.173963594,0.36092937,0.530310029,0.404763668,0.222270405,0.312965048,0.262718821,0.336839,0.355349185,0.234930334,0.227306812,0.171298014,0.318759465,0.357574615,0.412453829,0.195119695,0.417141073
3,0.354280358,0.24929794,0.149893159,0.190040521,0.203314811,0.14626941,0.231414943,0.303555691,0.470640792,0.151041783,0.254263849,0.407200697,0.35919676,0.033469448,0.06989403,0.115807618,0.143489295,0.150064982,0.044496746,0.07774925,0.150640165,0.129823358,0.200774342,0.102969679,0.067474943,0.161773884,0.103878659,0.100007163,0.195168544,0.266620344,0.312779431,0.147306427,0.120098415,0.070657834,0.105194648,0.219180994,0.106911902,0.116577395,0.360102093,0.343709179,0.329700118,0.344342444,0.316999043,0.592142371,0.350609643,0.289533266,0.520359304,0.07496747,0.531442128,0.443753868,0.44241655,0.32015764,0.537827809,0.476033704,0.652574138,0.610600166,0.720273274,0.585509906,0.435972663,0.510688911,0.444931811,0.615006781,0.592244598,0.719511645,0.313252947,0.837301272,0.626236946,0.685459164,0.530885855,0.584898419,0.240493631,0.227307235,0.522768918,0.472601127,0.709873133,0.64976284,0.36989635,0.436009792,0.610543229,0.84832171,0.811484582,0.33528682,0.123397864,0.152978246,0.249537137,0.202583013,0.101228903,0.102886858,0.175233166,0.196207431,0.274772189,0.03270211,0.324960964,0.189807941,0.178276325,0.183508166,0.304199456,0.178789829,0.35074108,0.099763657,0.274608234,0.193675474,0.171563724,0.210194985,0.208976943,0.093223717,0.298453773,0.146490828,0.360890574,0.213381222,0.173310403,0.356442054,0.220006745,0.138968119,0.141677079,0.259717714,0.209933016,0.146954912,0.16570054,0.253147287,0.255597339,0.03502905,0.284063335,0.165786666,0.142466206,0.11604763,0.07251001,0.532018934,0.486801763,0.405907638,0.21581463,0.370847105,0.320227796,0.360889068,0.361253059,0.261666545,0.353246092,0.361607052,0.424467025,0.248057593,0.302559161,0.265429297,0.271913157,0.409385426,0.412772726,0.264528625,0.399688501,0.399077572,0.311062109,0.403329469,0.337649478,0.650009135,0.2012622,0.297500587,0.335825351,0.54540112,0.544970687,0.587693388,0.882806142,0.478535708,0.776290067,0.410347154,0.534142788,0.475882709,0.514127472,0.539707336,0.253931282,0.400538179,0.628755651,0.627349586,0.403087408,0.337056992,0.438656872,0.509158087,0.418749376,0.424865755,0.283088569,0.251601235,0.318607411,0.385395651,0.472254623,0.244234141,0.635404099,0.345847445,0.437814922,0.763689959,0.498663376,0.597789738,0.555570601,0.389077653,0.137809753,0.193763636,0.282753732,0.207104232,0.474417848,0.381159657,0.053239055,0.396514888,0.463498005,0.802386037,0.525845347,0.891937018,0.603344951,0.227116507,0.41299641,0.725177759,0.532457547,0.404207409,0.56554523,0.570711166,0.257662788,0.463229248,0.209668133,0.808632536,0.869214299,0.502153504,0.2867088,0.60107533,0.619854353,0.631104102,0.452976586,0.394191232,0.38860401,0.25601232,0.446277299,0.564041875,0.307250515,0.528938694,0.85462301,0.709548513,0.417476644,0.386928059,0.149648376,0.36715454,0.267118959,0.306012266,0.178528604,0.430148084,0.408775622,0.119177316,0.431538376,0.221619629,0.345739072,0.48643903,0.400854543,0.235712971,0.439530671,0.172860276,0.210777105,0.41415689,0.577159628,0.381105336,0.493867811,0.169118222,0.371722642,0.422259397,0.262431044,0.576736348,0.150746651,0.522946421,0.466209538,0.246449819,0.307598775,0.414257112,0.10497208,0.222956515,0.427892028,0.673462916,0.4603931,0.267069773,0.358967977,0.285301391,0.426028243,0.446480239,0.282150101,0.28730059,0.274234267,0.372068846,0.425995068,0.524816908,0.293284427,0.530165276
