RAF,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282
-3,0.001478756,-0.013953013,-0.003269596,0.00099729,-0.008771081,-0.003672216,-0.008727519,-0.01835656,0.027313121,-0.011618723,-0.004258509,-0.02501999,0.005804788,-0.031270946,-0.001545216,0.008402524,-0.019997827,-0.024087307,-0.018663311,0.001041192,-0.023431848,-0.021048243,0.007246548,0.008881659,0.011323034,-0.000922269,-0.008036716,-0.007262562,-0.004322063,-0.025919181,-0.025774428,-0.049841151,-0.017202689,-0.022896898,-0.00698242,-0.012243166,-0.007349391,-0.02085956,-0.024881784,0.016989923,-0.003112214,-0.02346715,0.009522164,-0.037142149,-0.002294061,-0.010281007,0.011684685,-0.057995684,0.025181123,-0.016387753,-0.011207227,-0.026852078,-0.016919199,0.000195157,-0.004418177,-0.014640234,0.00472143,-0.001991838,-0.006865685,-0.00265238,-0.017214911,-0.025118576,-0.009489806,-0.053651766,-0.0080405,-0.010977339,-0.006461693,0.009440691,-0.019811804,0.016426876,-0.004811905,0.005478859,-0.016422576,-0.01428019,-0.041287117,0.031160406,-0.018571779,-0.010921879,-0.006116095,-0.00049288,-0.015146955,-0.024942501,0.006187921,0.006202464,-0.014728366,0.014264465,-0.000963086,-0.009483693,-0.036779914,0.008513873,-0.001778228,-0.003339783,-0.025601174,-0.004117051,0.009243487,-0.009718888,-0.021429654,0.004544828,-0.004933246,-0.0069653,-0.016246664,-0.012270299,-0.005903973,0.001874085,-0.007521458,-0.00052357,-0.003252413,0.006585876,0.026992669,0.013348558,0.021323567,-0.01760085,-0.000995522,0.012342977,-0.007528334,-0.00515929,-0.047351828,0.006188508,0.002771875,-0.023616807,-0.001740238,-0.037994112,0.001419595,-0.026075796,0.013474333,-0.024109816,0.000404538,0.001705566,-0.012875408,0.032576986,0.00204888,0.003192502,-0.002282809,0.032576675,-0.001307139,0.001833484,-0.020613619,0.022268664,0.006138242,0.037571356,0.043717809,0.000343497,0.003352762,-0.006411172,-0.01111632,-0.003982907,-8.52635E-05,-0.0044034,-0.036779487,-0.026559467,-0.034405997,-0.0029721,-0.000440127,-0.017500982,0.01451562,-0.007939211,0.001560389,-0.006080629,0.005801692,-0.013914182,-0.014476336,0.016687249,0.000387471,-0.022574066,-0.031388699,-0.01190653,-0.008956503,0.020463176,-0.003641931,0.003877759,-0.001731565,0.002151689,-0.002607006,0.013548431,0.004079832,0.008197889,0.009335467,0.016416653,0.014082402,-0.000255168,0.003216731,-0.025484032,0.009400545,-0.033013198,0.032917836,-0.006426544,0.004549326,-0.04138513,0.001232768,-0.067679391,-0.007862609,0.007221516,-0.0252426,-0.017407291,-0.018571037,-0.026022441,-0.022925736,-0.03817943,-0.029025268,-0.038505102,-0.004213745,-0.016930229,-0.018108726,0.013649401,-0.016314768,-0.051568802,-0.003299208,-0.007397443,-0.021328592,-0.034575754,-0.007083129,-0.026689173,-0.01538062,-0.058905229,-0.098243578,0.01545045,-0.022850093,-0.008987233,-0.009021313,-0.015432705,0.038585809,-0.019609786,0.013442113,0.004707649,0.008923867,-0.015763055,-0.010463599,-0.030952433,-0.038386818,-0.000933427,-0.001331242,-0.018620231,-0.060712227,-0.036826971,-0.039862841,-0.02802688,-0.008007091,-0.028704153,-0.006785702,-0.01531663,0.037714038,-0.003360863,-0.017388298,-0.01284275,-0.037732728,-0.033487261,-0.002292399,-0.014666596,-0.004742106,-0.010087435,-0.000544599,-0.010358669,-0.003363115,-0.017993951,-0.009404658,0.001085941,0.000390658,-0.003614536,-0.004841006,-0.047371385,0.032849608,-0.004272457,-0.011727929,0.03687519,0.001520167,0.001693858,0.026459601,0.019178022,-0.005165189,0.021781942,-0.036076266,-0.008547606,0.009055461,0.010975958,-0.001745953,-0.004115898,-0.01618265,-0.00833047,-0.025348759,-0.013926221,0.001218056,-0.019350438
-2,-0.018030902,0.003986258,0.001617037,-0.000204764,-0.001851358,0.004378214,0.021405235,0.018723741,0.021924708,0.006973771,0.001904329,-0.024862462,-0.010497117,0.010775689,0.003104906,-0.005667027,-0.007757355,0.010313202,0.030311348,-0.001869041,-0.007412987,0.020047939,-0.001721662,0.001506137,0.00105409,0.012452972,0.013346176,-0.005852971,0.002068643,0.00517174,0.002734852,-0.010098271,-0.006083487,0.00040098,-0.007065357,0.0006868,-0.00077474,-0.00880814,0.010599718,-0.00548336,0.004323576,-0.00206885,-0.003578455,0.003134898,-0.004023064,0.00620245,-0.000970552,0.026476748,-0.022941856,0.003495308,-0.000765099,0.00375401,0.000780873,0.005271788,0.000259804,-0.009388672,-0.007623811,0.002325177,0.003888952,0.003889942,-0.001948204,-0.006580476,0.009801017,0.033103799,-0.000105773,-0.00555482,0.001062693,0.007817874,0.01897575,-0.027145214,0.008811831,0.016800896,-0.015379418,0.006789644,0.056914858,-0.000767936,0.009410582,0.022502952,0.012574051,-0.013568238,0.005080614,0.022900683,-0.005681682,0.000171553,0.002122822,-0.000546783,-0.001489013,0.001110116,0.026568545,-0.007195934,0.010751901,0.005160701,-0.016636243,0.006228959,-0.00671938,-0.006837616,-0.006685512,0.003069389,-0.000860035,0.000587189,-0.003295012,0.000545555,-6.3109E-06,-0.004958292,-0.001896046,-0.002152602,-0.007211763,-0.004036568,-0.020793885,-0.004776523,0.003038953,0.013345193,0.019401439,-0.000798623,0.005658645,-0.004138928,0.005139309,0.026376479,0.021930524,-0.014608395,-0.003864778,0.042891466,0.012296072,0.014113837,-0.010423966,0.01463905,-0.00323408,-0.025394816,0.006085939,-0.019710168,-0.000792074,0.004044945,-0.002715701,-0.014573768,-0.002800192,0.005198413,0.000495488,-0.017131061,-0.00390056,-0.018494997,-0.036541767,-0.003073466,-0.017417422,-0.002977331,0.007397879,-0.000276497,0.002075223,0.003605118,0.034645123,0.035748359,0.02788698,0.004878424,-0.005905901,-0.009985427,0.009585517,0.014525922,-0.002785754,-0.009840982,-0.018362771,-0.021122104,0.003846078,0.023884538,-0.000455929,0.044968157,0.067483665,0.010011014,0.025143711,-0.046240263,0.02471,0.009419618,0.00144834,-0.001720571,-0.006599951,-0.009164806,-0.004865991,0.002168248,-0.02888284,-0.01530767,-0.022522434,-0.014617718,-0.012885214,-0.008862257,0.005519116,0.013057017,-0.033082963,0.027038988,-0.005162916,-0.010803352,-0.00493964,0.046778244,-0.036290174,-0.004171033,-0.019340199,-0.01275468,-0.0273622,0.011639443,0.015317767,0.018610908,0.002948505,0.019309005,-0.004305661,0.003503195,-0.000985608,-0.000899615,0.002239442,0.013370312,0.000393266,-0.002146427,-0.002862669,-0.011985719,-0.009747114,0.007886459,0.001665595,-0.02221823,0.005785236,0.005238313,0.026221411,-0.012724926,-0.010240811,-0.02584267,-0.023169767,0.001866082,-0.007670548,0.001876108,0.005892039,0.016260985,0.003993997,0.00238877,0.004695454,-0.002726933,-0.017417583,0.004361329,0.003578776,0.003170253,-0.004849044,0.017595727,-0.004810405,0.012557971,-0.000273722,0.003547545,-0.031721226,0.004463049,0.017591326,-0.00565569,0.02654421,0.004309464,0.029426646,0.006164143,0.006167969,0.007989352,-0.000417949,0.001144867,0.012524691,0.01277709,0.005084721,-0.003631132,-0.000764683,0.001408249,0.000432556,0.000236204,-0.019374681,0.005895401,-0.00060352,-0.03122234,0.00046189,0.000182726,-0.019424995,-0.005729526,0.00668516,-0.013313078,-0.008253277,-0.009949196,0.001290549,-0.000256039,0.004792211,-0.000950408,0.016873419,-0.009355447,-0.012839538,-0.018872368,-0.008619262,-0.029327077
-1,0.01653062,0.010087228,0.001648817,-0.000791019,0.010704284,-0.00072153,-0.012642085,-0.000354324,-0.047649852,0.004717623,0.00235435,0.049026383,0.004713496,0.021044446,-0.001530991,-0.002736516,0.027811553,0.013824062,-0.01153194,0.000824167,0.030723251,0.001204582,-0.005591517,-0.010453081,-0.0125041,-0.011432198,-0.0052537,0.013221549,0.002245597,0.020843025,0.02290955,0.05979977,0.023163408,0.022361632,0.014224798,0.011316985,0.008273423,0.030776005,0.014261067,-0.012193609,-0.001231128,0.025791562,-0.005717972,0.033357687,0.006345722,0.004190749,-0.010660269,0.032534861,-0.002207738,0.013097525,0.012119899,0.022964926,0.016365205,-0.005512967,0.004116383,0.02375533,0.002857495,-0.000327673,0.002943762,-0.001222415,0.019017075,0.031017756,-0.00052967,0.021861396,0.008643616,0.016590619,0.005314219,-0.017109906,0.000878858,0.011148432,-0.003942605,-0.022679892,0.031582169,0.007719069,-0.016546488,-0.030455051,0.009316787,-0.011502277,-0.006423933,0.014066038,0.010245083,0.001853845,-0.000548852,-0.006460303,0.012451958,-0.013766372,0.002501864,0.008392866,0.010267036,-0.001334716,-0.009020803,-0.001796072,0.043320461,-0.002106962,-0.002682313,0.016533057,0.028595603,-0.007751379,0.005782856,0.006441996,0.019719335,0.011609315,0.006011462,0.003130292,0.009491731,0.00267029,0.010513231,-0.002542267,-0.006550694,-0.008672834,-0.02434757,0.004312283,-0.018320591,-0.011601464,0.001978313,0.009302283,0.04215373,-0.032629467,-0.024924379,0.038524842,0.005623373,-0.004786001,-0.013851155,0.012222704,-0.003302401,0.01006939,0.002851874,0.023198601,0.006754918,-0.01290643,-0.001300732,-0.007348444,0.004995133,-0.017511445,0.00414694,-0.007078563,0.02035561,-0.005380761,-0.002212563,-0.019372133,-0.007713121,0.002714182,0.014106206,0.00915428,0.003661405,0.004186043,-0.001972128,0.00081946,0.001856378,-0.009388387,0.006656872,-0.001911104,0.00638667,0.027622345,-0.024244272,-0.006405216,0.001218513,0.015970688,0.012635349,0.035185744,0.010552283,-0.040692857,7.13924E-05,-0.022706174,-0.035989687,0.001754611,-0.016257208,0.025650167,-0.021149571,-0.013336808,0.000300683,-0.000434099,0.009225073,-0.004379214,0.000768432,-0.010215694,0.019452225,-0.001081862,0.008545862,0.01530166,0.009662982,0.033991993,-0.015418,0.023861152,-0.000420415,-0.020654638,0.000608289,0.051301985,0.003708749,0.018569064,0.04340372,-0.00300229,0.044583584,0.031743114,0.046687556,0.01530599,0.008223157,0.020539983,0.024831764,0.018292109,0.008531094,0.013945942,0.018199262,-0.012733431,0.014091524,0.037690262,0.002787804,0.009554726,0.025725548,0.04341454,0.016151021,0.017905563,0.012774735,0.074019224,0.082129527,-0.021354464,-0.003668924,0.020814162,0.017806257,0.03724296,-0.012924544,0.01780914,-0.005852258,-0.006452642,-0.014981926,-0.000430758,0.006203196,0.028728376,0.036375133,0.003611993,0.018537303,0.014513051,0.059088918,0.035326627,0.04481368,0.010911799,0.012928588,0.016553442,0.007066575,0.012059175,-0.005792475,-0.001061488,-0.000443556,0.018238606,0.010895649,0.029140229,-0.026897387,0.008820446,-0.001421985,0.002183951,0.000970349,0.009508911,-0.009207926,0.005611023,0.004352651,0.002549,0.000376524,0.002277553,0.004383656,0.047424136,-0.013547744,-0.001583611,0.012308225,-0.005633538,-0.002030681,-0.001883652,-0.007341963,-0.013460105,-0.001459929,-0.008712252,0.044500688,0.018733983,-0.010470256,-0.010713502,-0.003117656,0.005155586,-0.00053989,0.017702177,0.038172912,0.033726859,0.007373633,0.048480164
0,0.010572452,-0.0349702,0.008200941,0.00079356,0.026960972,-0.034096173,-0.043634838,-0.010101822,-0.090847328,0.009443738,-0.005829723,-0.133220359,-0.077148021,0.00140257,0.020005031,0.00784846,-0.001776975,-0.044504971,-0.032057388,-0.003167279,-0.070011404,0.00180409,0.015448361,-0.010358734,0.0236836,0.016595724,0.034265984,-0.000774458,0.00131712,0.006205545,0.0037729,0.028136418,0.018264255,-0.017556092,0.013464942,0.003835171,-0.006408574,-0.026832594,0.001987975,0.041572091,0.031619973,0.031391599,0.002774436,0.006707366,-0.004323699,0.009115762,0.010180207,0.000413435,0.005954172,0.033765855,0.0516553,0.047799136,0.000597216,0.032120707,-0.020078854,0.013718597,0.025341273,0.01594272,0.01149477,-0.0114671,0.044053649,-0.028312211,-0.041263613,-0.008446801,0.050626268,0.041125253,-0.021406457,0.045984388,0.089929066,0.037775758,0.013253886,-0.002788436,0.034205614,0.005919751,0.010954717,0.143346278,0.032532602,0.016876375,0.021069901,0.054407435,0.007733361,-0.025481366,-0.034375208,-0.011174556,-0.030442217,-0.040858093,0.007396072,-0.007957078,0.030948245,-0.021960241,0.020752299,0.026796624,-0.015085826,0.001587353,0.039147952,-0.011490545,-0.051820857,-0.018286615,0.008500063,-0.010166116,0.001869313,-0.031275745,-0.013920397,-0.023159627,-0.000338001,0.013677462,0.009681737,-0.00103271,-0.021375563,-0.007311317,-0.059482545,-0.026318273,-0.127005568,-0.001745637,-0.040696117,-0.027041447,-0.108871271,-0.022356885,0.014202115,-0.046067922,-0.029458906,0.003934876,-0.001228902,-0.009097292,-0.012378323,0.001339424,0.006650462,-0.014351377,0.005439437,0.015112673,0.035861402,-0.00162936,0.003405072,-0.016411602,-0.010425564,0.013630158,-0.045398059,-0.039860836,-0.019034748,-0.033453136,-0.121875455,0.011260902,0.030432198,-0.003075414,-0.05506327,-0.031895757,-0.017532646,-0.004339318,0.021616761,0.021802235,0.073515256,0.042133278,-0.09926168,-0.020381921,0.019555615,0.017161135,0.038522529,0.043832758,0.029671173,0.01392265,0.03524172,-0.026057078,0.033936323,-0.086739439,-0.137553438,0.015324517,-0.037134285,0.022248353,-0.01312696,0.004458843,0.057382501,0.039140767,-0.000819507,0.002556907,0.048112227,0.021649529,-0.079895023,-0.010312239,-0.023139603,0.005653073,0.019732831,0.011469958,-0.006281129,0.014404403,-0.076388945,-0.009608547,-0.003498974,0.092185491,-0.006574159,0.007623042,0.051409028,0.024911623,0.027734646,0.010943475,0.008861155,-0.019925817,-0.038338861,-0.053569641,0.00236156,-0.056395938,-0.038535744,-0.012146393,-0.014769648,-0.035338247,0.032126456,0.056527314,-0.023021261,0.002456505,-0.012013326,-0.017264389,-0.002106931,0.015028803,0.022205235,0.086000942,0.069637626,-0.036948374,-0.020084399,0.00804981,0.01833899,-0.066931746,-0.041632412,0.032218759,-0.014782235,0.002863419,0.032487251,0.038536824,0.04474483,0.029718446,0.056306746,-0.000548552,0.009216717,0.020359684,0.023510337,0.036667578,0.017282607,0.012237354,0.005307873,0.02575548,0.012107051,0.002959019,-0.004649619,0.024044402,0.01847133,0.022722288,0.015100517,0.038824216,0.038168684,-0.031812897,-0.008908255,0.003554598,-0.009957427,0.002799969,-0.034414938,0.040822158,0.007439671,0.01432947,-0.00148913,0.017375163,0.00650054,0.041299723,0.031211411,0.03277382,0.012239967,-0.032483322,0.043751541,0.078757366,-0.035600454,0.017051298,0.006177932,0.017964151,-0.014983776,0.006568857,0.010114229,0.006279162,0.019596865,0.015387707,0.004030727,0.024502743,-0.018574787,0.050282035,-5.64296E-05,0.040205079
1,0.012090639,0.012782601,0.018867064,0.011729869,0.024092021,0.017149831,0.002506871,0.045748332,0.064335417,0.098756622,0.047691763,0.13077424,-0.005990556,0.037632419,0.036785294,0.010279756,-0.016120164,-0.038039889,-0.021964578,-0.00866952,-0.079730548,0.021029973,0.015626335,-0.015167245,-0.001214242,0.015689003,0.028852148,0.013388911,0.001196428,0.018188009,0.01554993,-0.047215273,0.033761801,-0.072980955,0.102277738,0.063080917,0.041662715,-0.013020138,0.035924414,0.023193825,0.029351184,0.171824978,0.053866383,0.151397091,0.095158918,0.045112891,0.062684352,0.07485059,0.105476061,0.073872513,0.149151473,0.15508894,0.098144773,0.108598097,0.095054677,0.097148096,0.094026164,0.081446556,0.037657031,0.072877223,0.118374323,0.023279787,0.110535866,0.278595677,0.071806611,0.166380454,0.15838114,0.128293044,0.234085568,0.231162158,0.041311412,0.107222935,0.182251989,0.08282342,0.390845573,0.32229059,0.129699641,0.122975321,0.175958116,0.239555117,0.133662472,0.066013566,-0.055920084,-0.025412452,-0.05047915,-0.039193157,0.014714814,0.01166718,0.055230085,0.01297138,0.035149628,0.011147121,0.065955955,0.060573982,0.012053284,0.020503993,0.057988664,0.034946255,0.053664559,0.008297955,0.053548376,0.007073543,0.007056643,0.003432269,0.055483136,0.019619513,0.007770484,0.002010191,0.026132866,0.016446784,0.019391867,0.045018839,-0.093799155,0.045653156,-0.036072651,0.012041332,-0.072263873,-0.030638295,0.017302764,0.01408809,0.012357611,-0.032216209,0.032968018,0.06209163,0.007110872,-0.005666118,0.019511317,0.045581887,0.056169266,0.008891867,-0.002153874,0.086615891,0.075291119,0.011925836,0.077231943,0.027432542,0.10093131,0.082427835,0.10006213,-0.033367867,-0.07855273,0.051068874,0.113651695,0.157925481,0.05789007,0.030819687,0.118436242,0.089077712,0.148843214,0.088679761,0.167785729,0.065241671,-0.005958527,0.03726733,0.090618842,0.140610076,0.115658961,0.131938482,0.214221091,0.156605903,0.122343934,0.049308687,0.108649531,0.068620356,0.013784853,0.091653974,0.047842594,0.0530226,0.068855627,0.051248098,0.230471971,0.087090192,0.158193449,0.066222125,0.1635217,0.087540393,-0.000360739,0.028094202,0.070617294,0.129021425,0.107877548,0.042890511,0.061157661,0.055725596,0.031050578,0.079108183,0.021155521,0.093673915,0.036422369,0.112806695,0.062642504,0.01990709,0.102110094,0.029542961,0.034835618,0.086473744,0.080983073,0.087401705,0.063536038,0.110548876,0.06999269,0.093600765,0.047774067,-0.026913024,0.183514211,0.201050031,0.120219479,0.160098305,0.18266422,0.100167945,0.101819673,0.075896029,0.236728798,0.173285015,0.225718158,0.013562648,0.01710204,0.130652471,0.141360998,0.116289691,0.042370901,0.13669233,0.050338598,0.052593882,0.084095008,0.223090929,0.128868715,0.267626945,0.43043231,0.056155031,0.131905667,0.076413939,0.063217366,0.113120866,0.050340085,0.0331798,0.074193981,0.114244726,0.122638315,0.03553685,0.143160715,0.016721268,0.081009009,0.19144285,0.108021305,0.153759605,0.081601981,0.013943283,0.053073288,0.093994093,0.094926395,0.059602861,0.077975175,0.09900324,0.056997785,0.084106762,0.027531843,0.115646492,0.023538849,0.085861601,0.172572187,0.06221974,0.075545404,0.138669256,0.029853098,0.045841954,0.123149341,0.167063035,0.145178151,0.042387964,0.184622575,0.101287407,0.06534604,0.084206939,0.08200707,0.05693847,0.085327777,0.13455157,0.072993174,0.139541863,-0.040413456,0.14011826
2,0.055029042,0.035208063,0.042014625,0.034890662,0.043326842,0.077042214,0.099482604,0.093757412,0.054723289,0.131297471,0.117691108,0.19560841,0.06424925,0.069343337,0.073593926,0.066340286,0.032674338,-0.002670601,-0.003978553,0.030882222,-0.023562021,0.03624672,0.063682019,0.034469553,0.038046619,0.082910534,0.079874804,0.075765915,0.042186091,0.06908256,0.091325063,-0.00759744,0.015764413,-0.070255193,0.135655559,0.101097976,0.044112563,-0.01381769,0.077562624,0.120770833,0.06889222,0.235323943,0.09137522,0.182610751,0.127541411,0.050972497,0.145699826,0.100694311,0.134782461,0.101391347,0.267366134,0.248282218,0.190322052,0.160167659,0.13418899,0.169165789,0.125751233,0.117051804,0.054085115,0.117336103,0.187937438,0.084214334,0.128556677,0.367220115,0.10210303,0.25135504,0.281733269,0.240523515,0.357660886,0.297314735,0.090979259,0.151513527,0.217706323,0.112262092,0.576285512,0.497537388,0.16124556,0.14214438,0.254192809,0.382926521,0.199973764,0.151752589,-0.050363671,-0.027029304,0.004117297,-0.005161551,0.014252077,0.038619707,0.112146267,0.042503912,0.114097842,0.007326382,0.206812339,0.131305273,0.111098346,0.158592883,0.189315481,0.11866555,0.139599199,0.019299426,0.136783431,0.073599074,0.061954162,0.086911763,0.131664628,0.044844066,0.060191367,0.038648166,0.17978141,0.119899806,0.154865449,0.213670144,-0.001223275,0.089059282,0.05090166,0.091144163,0.026688162,-0.005602596,0.040596393,0.025011265,0.060161291,0.00314054,0.10232558,0.047045353,0.083602265,0.03793128,0.078710158,0.078847648,0.131907734,0.085697085,0.037682381,0.175597122,0.145149942,0.050596192,0.122567269,0.120348852,0.167368191,0.192377251,0.212223531,-0.01915338,0.048195093,0.108304668,0.046527751,0.228529012,0.250918158,0.125605964,0.236735742,0.215318851,0.234241306,0.147587759,0.27907842,0.171095775,-0.010880812,0.08466066,0.202651795,0.252832923,0.155139035,0.18377597,0.278973542,0.178554825,0.19116476,0.107291037,0.1481024,0.108402122,0.011246957,0.156730381,0.088450395,0.179882419,0.116996464,0.086826949,0.356224531,0.12782575,0.256097467,0.122177705,0.218696644,0.14088888,0.042156729,0.024030163,0.112994003,0.168942459,0.149334246,0.107424654,0.108593341,0.151098556,0.041849485,0.153090285,0.109674481,0.181942277,0.109968712,0.184111828,0.078083008,0.052889059,0.157778475,0.03554954,0.072695341,0.115904298,0.099279335,0.112326327,0.087706569,0.108375985,0.088484823,0.13175619,0.092969867,0.013201885,0.298056955,0.113736322,0.214356836,0.283333723,0.298196096,0.109890897,0.187754896,0.108267154,0.297965216,0.306310345,0.269641331,0.130055503,0.03933992,0.1406147,0.174325216,0.071378369,0.119491186,0.163727161,0.116017957,0.087587016,0.114959197,0.379311252,0.208499241,0.425691149,0.689812223,0.120230004,0.13597123,0.161133355,0.140965849,0.220687882,0.134758429,0.09834852,0.169553592,0.168584307,0.232785128,0.046959493,0.234879211,0.035423783,0.154525686,0.325405614,0.151279274,0.196385114,0.145526703,0.133990596,0.144035351,0.223314507,0.188892519,0.085130027,0.176779089,0.167016604,0.125923332,0.227527856,0.067423957,0.217718132,0.060213842,0.159306523,0.286987253,0.100235289,0.094568983,0.231890616,0.05656037,0.059159311,0.194386127,0.271802645,0.224895037,0.028080403,0.290186209,0.168942944,0.045948832,0.102978035,0.093622919,0.076698794,0.081463726,0.223072419,0.212617355,0.236496779,0.05830414,0.217957632
3,0.088508758,0.078210025,0.055715397,0.056269005,0.061982699,0.111588069,0.117233293,0.118828238,0.148176212,0.145024827,0.140426955,0.28826367,0.123674888,0.096060185,0.097458317,0.13576642,0.120816954,0.058364346,0.053648995,0.057288786,0.021776031,0.045071459,0.072860646,0.087289298,0.064140274,0.126935237,0.097780541,0.135266777,0.07544594,0.092243729,0.130376805,0.118392164,0.116831433,-0.014599401,0.140782126,0.146264307,0.067334827,-0.023083193,0.104245413,0.166904705,0.068132701,0.355950677,0.134130606,0.273944868,0.158399512,0.077729593,0.23349756,0.195965143,0.197275897,0.132081288,0.378914942,0.342377439,0.23231665,0.172899432,0.154041824,0.231185106,0.182351817,0.149393932,0.093312458,0.164602832,0.189249072,0.094243102,0.188644434,0.470442695,0.117662544,0.282462981,0.358319148,0.336217864,0.398371916,0.31740938,0.11551522,0.172677876,0.204756971,0.194246744,0.524160607,0.544180458,0.172309315,0.141437872,0.248788381,0.444879692,0.271668253,0.144482861,0.004698278,-0.029359247,0.088572063,0.049452285,0.038894469,0.07102107,0.188844961,0.12351664,0.164673044,0.027941653,0.172285788,0.199605405,0.144696451,0.214273543,0.288313929,0.208499732,0.236535299,0.023411757,0.176157417,0.097560138,0.128530218,0.176325145,0.169118463,0.064127852,0.116068843,0.076241035,0.373044625,0.244672771,0.314950975,0.322223625,0.117874525,0.129152119,0.106381813,0.104234076,0.156184217,0.038477371,0.048608276,0.019820919,0.074233113,0.013702746,0.145330334,0.086618624,0.12658123,0.061029188,0.146622421,0.096118633,0.190098743,0.139952115,0.071322069,0.231808514,0.203332514,0.100326209,0.161893882,0.165210897,0.181319815,0.29873883,0.267248143,0.040487498,0.037042155,0.177418269,0.200571637,0.324974679,0.250326907,0.12206625,0.291891496,0.269716418,0.29243646,0.187834275,0.277659724,0.205932711,0.028134046,0.126130258,0.267799189,0.350571877,0.183817063,0.212450324,0.345229658,0.219267801,0.262620586,0.140832492,0.194539435,0.171689761,0.063763076,0.184883179,0.108564794,0.223046164,0.138792801,0.106530242,0.413211182,0.177347885,0.328865594,0.174381735,0.246511312,0.16308792,0.059384474,0.029277744,0.131460961,0.175360372,0.179561329,0.10290683,0.185995885,0.159770805,0.025589191,0.232405885,0.155304958,0.229931038,0.123064706,0.234170945,0.106822923,0.115945432,0.165212429,0.03712479,0.081960521,0.178855012,0.194778581,0.207111626,0.146981053,0.19178354,0.138405599,0.215368723,0.106360561,-0.014573803,0.393560195,0.174643006,0.247679467,0.37848142,0.37976456,0.118596189,0.16594573,0.164823635,0.331173732,0.213970298,0.43401318,0.146478815,-0.020721285,0.173670477,0.228215517,0.217046066,0.08778322,0.195897684,0.151209162,0.115833245,0.163947426,0.431993704,0.269210452,0.441023553,0.68792186,0.176467942,0.199896376,0.190423333,0.130291872,0.277204355,0.093398267,0.083553283,0.193159629,0.180801186,0.270228228,0.05794951,0.200788144,0.013457529,0.189801939,0.384762472,0.16906309,0.208768513,0.128207142,0.208712442,0.20523194,0.237067967,0.26696254,0.085008922,0.209999563,0.127510883,0.162314625,0.238983354,0.085328274,0.295262075,0.070556057,0.092790774,0.320973593,0.141575032,0.099968349,0.2439561,0.065277859,0.077021036,0.206906147,0.292302937,0.309535543,0.048305663,0.237897006,0.172220894,0.05145508,0.124734998,0.105745863,0.094670799,0.142009285,0.296685242,0.179874355,0.250728673,-0.010734294,0.227239855
