SOS,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248
-3,0.027764914,0.02522006,0.009566352,0.0254045,0.038098108,0.016076212,-0.002496607,0.027226771,0.011108563,-0.012655578,-0.031216494,-0.000897214,0.038591742,0.021663557,0.006878214,0.036343977,-0.005120315,0.000844869,-0.011728739,-0.003126564,-0.00344788,-0.000371939,0.006922279,-0.017759864,0.000842864,-0.009919774,-0.011975297,-0.029693753,0.039359772,0.007905838,0.019064563,0.000596934,0.000401353,0.004278892,0.005938051,0.017594868,0.008991517,0.013592994,0.001863436,0.014548638,0.01776711,0.005168013,-0.001385623,-0.006745546,0.000621818,-0.016232558,0.005989474,-0.009746552,0.009079501,0.011746448,0.011678989,-0.001140544,-0.008011635,-0.010472903,0.03283078,0.007597277,-0.000752476,-0.001334388,-0.002357368,0.019592932,0.006553526,4.07491E-05,0.008104239,-0.00585624,-0.004577168,-0.006558789,-0.012579791,-0.002613639,-0.002564514,0.000368299,-0.017455173,-0.0069245,0.001658392,-0.003701397,-0.006913617,-0.007534911,-0.006893355,0.002071633,-0.004966608,-0.002021499,-0.00597031,-0.016405233,-0.006130792,0.016563325,0.022330559,0.003975708,-0.008493785,-0.006386127,-0.0110109,-0.011396623,-0.01420952,-0.010080802,-0.008962587,-0.007924199,-0.011917581,0.005979439,0.004465792,0.027556748,0.007717714,0.016966733,0.001534279,0.002291402,0.000163406,0.021896157,-0.030766849,-0.001931909,-0.011300525,-0.002313495,0.010377709,-0.00370158,0.006565494,0.004343493,-0.005762811,0.000374199,0.008021504,-0.004769761,0.005147912,-0.024664243,0.000228931,0.022846768,-0.001220374,-0.005139448,0.009999331,-0.003193576,-0.004742124,0.0062338,-0.003288124,-0.010454964,-0.022943912,-0.02203962,-0.003651975,0.013252021,0.000269591,-0.007216913,-0.007246932,0.003434364,0.014613762,-0.003460834,-0.040007866,-0.032005631,-0.00174645,0.023573405,-0.006055033,-0.012585706,0.006332044,0.008971842,-0.00946832,-0.009208254,-0.00653394,0.008655803,0.007850827,-0.001376312,-0.004743914,-0.010693944,-0.010067025,0.008403618,0.019324869,0.008370998,-0.015607956,-0.000677704,-0.004738042,-0.000293933,0.029393454,0.017879879,0.000681447,0.002205318,-0.000179225,0.001947223,0.008733245,0.005737215,0.009268717,-0.001055697,-0.013679664,-0.018045245,-0.008645136,-0.006080557,-0.014690709,-0.007579723,-0.007030755,-0.001493115,-0.006915224,-0.002027176,-0.00556906,0.010150861,-0.004526196,-0.001490268,0.001909739,-0.002808039,-0.004448023,-0.010718116,-0.014806413,-0.004330175,0.008189783,-0.012665278,-0.002163486,-0.013561929,-0.021629989,-0.016157526,-0.013801792,-0.013246039,-0.018389582,-0.033032516,-0.011855852,0.00100983,-0.008533152,-0.004277862,-0.009158027,-0.007228783,-0.019020363,-0.005017163,-0.002087452,-0.010766654,-0.008323968,-0.002881743,0.010162649,0.005326324,-0.008035685,-0.019721271,-0.007365069,0.007838887,0.005855965,-0.004654123,0.012136723,-0.002623931,-0.005726735,-0.005906373,-0.018354848,-0.00316027,-0.000453277,-0.002101295,-0.001751028,-0.012564657,-0.017006729,-0.003646222,-0.002943052,-0.00080479,-0.009205288,-0.026548058,-0.006913075,-0.020085413,-0.003399543,-0.005840427,0.001691271,-0.004848989,-0.023525946,-0.002157427,0.003040966,-0.001714402
-2,-0.011440991,-0.021683113,-0.0335291,-0.030316529,-0.004531607,0.028893285,0.017880607,0.000697626,0.000915764,0.022651194,0.052287268,0.005786104,-0.023957559,-0.002247877,-0.01256478,0.006661392,0.003305349,0.002974456,0.003208222,0.001303356,0.022291437,0.024579345,0.001445989,0.011776819,-0.005064458,0.010616268,0.022260749,0.015104467,-0.019987206,-0.002087317,-0.013862712,0.007185531,0.00835679,0.001053854,0.001113211,-0.007953923,-0.00378749,-0.003208252,-0.00375883,-0.016863301,-0.005763607,0.008397766,-0.001815975,-0.001327844,0.004123531,0.008142339,-0.001704602,0.002210163,-0.005127928,-0.008947504,-0.006854983,0.010906043,0.005316647,0.00586346,-0.017164117,0.004155068,0.004766746,0.001390256,0.003079571,-0.000166228,-0.016972107,0.000941439,-0.017238843,0.003021747,0.001673132,0.003113666,0.006161743,-0.00066505,-0.003535745,-0.01169213,-0.000809958,0.003568724,-0.005959599,0.00315299,-0.002248941,-0.000888535,0.004208565,-0.012209369,3.98527E-05,0.00078281,0.0060233,-0.00375708,-0.00240388,0.00569282,0.010672814,-0.002796951,-0.008980922,-0.001153571,0.002168806,0.001563068,0.008479195,-0.004483202,-0.00108144,0.0008697,0.001380296,-0.002789481,-0.009641142,-0.008733433,-0.001824577,-0.015108763,-0.004333171,-0.000179539,0.000628976,-0.004605964,-0.007266611,-0.002954803,0.004003002,0.003040396,0.001869094,0.001903638,0.000198419,-0.003228247,0.004558495,0.006389387,-0.006180402,0.000335274,-0.003662843,0.016956477,-0.00200589,-0.008217653,-0.007529793,-0.000886583,-0.009176402,0.003129153,0.001935311,-0.000992731,-0.004082402,-0.002153,0.010101964,0.009308868,0.003658953,-0.006489254,0.001149733,0.004370597,-0.000725082,-0.000272061,0.001163201,-0.004442259,0.016350255,0.002191941,0.000610142,-0.022196572,-0.014411232,0.004811826,0.000371219,-0.004526767,0.002699296,0.000622082,0.006730888,-0.011578821,-0.008069711,0.000574546,-0.006164681,0.003170253,-0.00015327,-0.013141305,-0.019028237,-0.005563392,0.020795956,0.009536018,0.020788157,0.026411638,-0.000372072,0.004252793,0.001574016,-0.006027433,0.003129515,-0.003120777,-0.002497609,-0.010670691,-0.013399346,-0.000430345,0.004567,0.004425723,0.001149179,0.001812796,0.003663866,0.004930258,0.002298761,0.003099525,0.002005113,-0.007269875,-0.013670645,0.006984264,0.00370309,0.003456723,0.002411192,-0.001895575,0.006673596,-0.003131561,0.007986631,-0.00207528,-0.012553249,0.001780397,-0.013219083,0.003972238,0.008524584,0.030235836,-0.001139217,0.01281723,0.004569795,0.001896519,-0.000545716,-0.03138196,-0.001673881,0.007875556,0.003735463,-2.06403E-05,0.013789934,0.000367781,-0.006353874,-0.001301293,0.004123722,0.003983526,0.000806964,-0.000196228,0.001716709,-0.006986311,-0.001606265,-0.008438834,0.000103718,0.002426372,0.001763184,-2.35313E-05,-0.002391809,-0.006427731,-4.20565E-05,-0.001987569,-0.000719929,0.001421552,0.002405411,0.001538194,0.001925821,-0.007815716,0.004408276,0.000521429,0.002351034,0.001411864,0.000789689,0.009956329,0.003026445,0.006274793,-0.000339032,0.005058772,-0.001659142,-0.01469693,-0.002335902,-0.002260726
-1,-0.016752208,-0.003861214,0.023857996,0.00489203,-0.034486184,-0.045781742,-0.017279982,-0.03046638,-0.012497733,-0.010082132,-0.022257738,-0.004741637,-0.015305685,-0.019660949,0.005723948,-0.044247403,0.001884163,-0.003845172,0.00853768,0.001839281,-0.018876633,-0.024220383,-0.008315177,0.006414606,0.004241653,-0.000762565,-0.010150883,0.015184336,-0.019792699,-0.00586356,-0.005471451,-0.007802306,-0.008707416,-0.005378003,-0.007205627,-0.009821702,-0.005178109,-0.01040105,0.001880095,0.002196563,-0.012612534,-0.013721049,0.003195635,0.008155076,-0.004824246,0.008204571,-0.004356278,0.007463701,-0.003975206,-0.003021414,-0.005098348,-0.009846151,0.002647039,0.004768098,-0.015699192,-0.011932418,-0.004039411,-7.09539E-05,-0.000729076,-0.019828795,0.010559257,-0.000996187,0.008756887,0.002786423,0.00290486,0.003405783,0.006573218,0.003259916,0.006115904,0.011423252,0.01796192,0.003354371,0.004286694,0.000535201,0.009047405,0.008447677,0.002778367,0.010187896,0.004961873,0.001237047,-0.000115378,0.020239427,0.008531261,-0.022865089,-0.033840507,-0.001121365,0.017717409,0.007836114,0.008575885,0.009276998,0.005705439,0.014100545,0.009836072,0.007202427,0.010457983,-0.003131585,0.005258302,-0.019170158,-0.005925877,-0.001989133,0.002766157,-0.002092299,-0.000786108,-0.016975602,0.038470515,0.00502878,0.007338234,-0.00072731,-0.012282576,0.001751178,-0.006712728,-0.001222521,0.001181712,-0.006855632,-0.001907804,0.004529495,-0.00172063,0.007908954,0.001779653,-0.014851144,0.008749835,0.005983019,-0.000802526,2.83525E-05,0.002748372,-0.005473133,0.007456554,0.012787579,0.012504426,0.012403739,-0.000131166,-0.006914907,-0.001422674,0.002783164,0.007984712,-0.00317788,-0.01652764,0.007851772,0.023576745,0.029835927,0.001198078,-0.002499379,0.019712372,0.00778216,-0.006818,-0.00435505,0.006529341,0.008453157,-0.000252106,0.002984153,0.000274649,0.000805795,0.010816702,0.00749238,0.010317282,0.004858214,-0.00053974,-0.002770829,-0.005195677,-0.008927897,-0.016098571,-0.026122401,-0.029128608,-0.022455679,-0.00224673,0.003792906,-0.002945267,0.00116064,-0.006382842,0.004862673,0.004210013,0.001510814,0.008817648,0.01348672,0.007318357,0.004429362,0.011161605,0.002717529,0.004539343,-0.001603067,0.004946095,0.009465894,0.018900753,-0.017048435,0.00083732,-0.001972367,-0.0043713,0.00462132,-0.00228761,0.013558604,0.006832673,0.006376784,0.004234517,0.010981127,0.015689114,0.009408046,0.013300315,-0.013515352,0.015111937,0.000321364,0.01406673,0.030507777,0.012024065,0.031255801,0.010301682,-0.003610633,0.005413932,0.007172323,0.005192819,0.004704743,0.008522057,0.012026544,0.004187572,-0.001105088,-0.010973939,-0.005251967,0.006559102,0.026598498,0.008920443,0.000617554,-0.005950265,0.002239894,-0.014362751,0.002692607,0.008153066,0.012405188,0.017966273,0.005146433,0.00117675,0.000666083,-0.000666212,0.011078309,0.015171651,0.011389089,-0.001504554,0.000286713,0.006790244,0.025044369,0.006119154,0.010150113,0.000349826,-0.000464251,-0.001366853,-0.000218315,0.024902601,0.017049918,-0.000722311,0.003959753
0,-0.032713319,-0.008573762,0.003544466,-0.005498386,-0.04949077,-0.064302581,-0.078457381,0.018941438,0.000569427,0.14036987,0.053114658,0.143211454,-0.020690727,0.016452764,0.001698539,-0.024315705,0.019867579,-0.011668918,0.002290917,-0.033169848,-0.024089848,-0.015146162,0.000995027,0.019064024,-0.004309118,-0.006243944,-0.008635349,0.053293864,-0.068320536,0.048173304,0.014661601,0.020196328,0.01544664,0.034525184,-0.056237132,0.059754714,-0.020063104,0.025544771,0.003463977,0.017192319,0.002919948,0.077379137,0.193932682,0.124832537,0.073707471,0.085609871,0.131850189,0.08301993,0.144081493,0.09758052,0.111263587,0.126221141,0.102241704,0.023638504,0.017611781,0.024873562,-0.002500359,0.003105644,0.017039171,0.019349311,0.092892124,0.050189144,0.027819443,0.000273992,0.014177172,0.04685795,0.027428709,0.027300966,-0.001489474,-0.025195173,0.004227838,0.008581124,-0.001659065,-0.031619007,-0.009511591,0.013449935,0.028348704,0.044027689,0.00453097,0.01566549,0.021287128,0.153335158,0.054571668,0.095294493,0.004200594,0.020361889,0.196098772,0.080596996,0.061802667,0.071375766,0.016309958,0.10526678,0.017193141,0.066794969,0.115469993,0.131310308,0.128493747,0.085325857,0.130053412,0.081721054,0.177382306,0.122586892,0.105411048,0.021581244,0.098474146,0.057608202,0.035752437,-0.010347922,0.114348266,0.11505289,0.063981114,0.097119773,0.234432296,0.09240809,0.094705406,0.170927587,0.100774833,0.101116833,0.164143598,0.11484326,0.100468562,0.082470019,0.151422683,0.080775036,0.074376481,0.19500099,0.242080959,0.258775101,0.019036794,0.016716044,0.038144593,0.02749632,0.041119496,0.010070933,0.02020453,0.096350771,0.058096503,0.188753109,0.21788216,0.185164856,0.025493491,0.125528501,0.16704622,0.236347032,0.080224342,0.106794601,0.124612801,0.303355902,0.231902039,0.030262345,0.025144273,0.032952824,0.032303869,0.105322033,0.038333124,-0.047676416,0.084166338,0.151320697,0.14317831,0.071502279,0.088413914,0.087241852,0.070744458,0.153290729,0.138942798,0.071632106,0.050175541,0.034714846,0.035120913,0.038878863,0.27640817,0.199557396,0.202497848,0.180848202,0.067812454,0.047535416,0.037967596,0.061368353,0.027756871,0.061033127,0.148784532,0.060858039,0.056105942,0.192290767,0.129143762,0.098007741,0.040077184,0.13453355,0.08886249,0.1475618,0.083282671,0.142634803,0.015735461,0.010963057,0.019830612,0.030293777,-0.002284996,0.010801538,0.019972204,0.001223424,0.025168631,0.01973714,0.002792063,-0.044134022,0.106933591,0.06799082,0.033534574,0.022434606,0.047668267,0.043410221,0.054553924,0.05093256,0.091522909,0.011985255,0.120054013,0.079914397,0.116481104,0.127655615,0.091844385,0.201191159,0.118117699,0.098948208,0.014359065,0.013855505,0.14371552,0.111707751,0.107392828,0.088142062,0.053623569,0.037522528,0.061251991,0.107894852,0.104422649,0.255917722,0.224513888,0.085869615,0.143444948,0.201124068,0.119804604,0.165996252,0.053893144,0.13913178,0.287343188,0.190589655,0.211197122,0.059512324,0.280704488,0.312649631
1,0.072660097,0.139393029,0.14677078,0.229373648,0.07245448,0.142208096,0.284617154,0.189886401,0.154265818,0.37371779,0.186939046,0.265063561,0.287505679,0.275976439,0.151749163,0.142716683,0.241044342,0.129022054,0.205746188,0.079509512,0.139135038,0.163508321,0.162360068,0.185955154,0.069363076,0.10651681,0.11049324,0.280152997,0.10739438,0.188863518,0.340748244,0.177894424,0.178333988,0.182938438,0.01149349,0.31454824,0.029215527,0.134447085,0.11562781,0.206876793,0.141892548,0.183087469,0.425971803,0.429930456,0.207764179,0.263311986,0.190198869,0.272398257,0.348896076,0.312722241,0.235120802,0.373193555,0.181536068,0.178001685,0.283103361,0.151987198,0.085839294,0.099826923,0.06508895,0.090330724,0.18706087,0.247142202,0.248450392,0.099344546,0.081192983,0.197766536,0.300509262,0.188521133,0.134968881,0.124732199,0.057405474,0.111125579,0.112772228,0.143965866,0.096995236,0.151213471,0.19887354,0.336309022,0.143391025,0.139713283,0.198366036,0.374737726,0.180600769,0.260751099,0.104826544,0.088230267,0.324845735,0.145997494,0.176051146,0.157235431,0.060219813,0.18496148,0.022029157,0.138113383,0.23606414,0.318438207,0.275249474,0.138231675,0.270999477,0.296337573,0.372166495,0.249775887,0.326108251,0.143773786,0.247953194,0.190379378,0.18403158,0.076042216,0.424008944,0.382071899,0.139552516,0.220392025,0.315024293,0.231861461,0.181311111,0.344337631,0.218117571,0.307435836,0.374656853,0.190502652,0.210795995,0.121401259,0.286524761,0.205542489,0.155537258,0.425216289,0.397148757,0.398507402,0.505620011,0.309425576,0.266519131,0.347617412,0.163795332,0.15948983,0.257300717,0.29825268,0.175315817,0.594939261,0.446428796,0.455995889,0.211286935,0.387751925,0.422633971,0.484923268,0.193587096,0.219464816,0.198206554,0.380545444,0.381836588,0.156487615,0.159248656,0.135694375,0.13275938,0.220659269,0.246408202,0.019069621,0.24040575,0.382258424,0.370946722,0.190836007,0.254153954,0.161171655,0.308540767,0.446887696,0.240590626,0.107522014,0.140172209,0.099949711,0.106025143,0.093456072,0.485703461,0.316182223,0.222297931,0.433283794,0.143634203,0.190713022,0.199107975,0.147442939,0.141069478,0.356762591,0.414194131,0.192348159,0.178976749,0.389070276,0.320375215,0.202990429,0.166274699,0.301263541,0.185451224,0.261410009,0.160265162,0.299620125,0.10510155,0.291962414,0.550130719,0.472704142,0.231960882,0.555810162,0.327479344,0.193825579,0.337393962,0.398240725,0.150187811,0.296197187,0.400109763,0.444541418,0.297083389,0.203065597,0.257597659,0.234597306,0.25132956,0.141883696,0.270972308,0.207762325,0.364344876,0.297605979,0.277978556,0.436898669,0.301919543,0.353380492,0.304399923,0.228331927,0.100868515,0.090211096,0.367132905,0.311116795,0.28013198,0.243539557,0.108128432,0.093295179,0.153457251,0.307663361,0.394739727,0.427153593,0.389669995,0.248798452,0.276770604,0.446744904,0.283453351,0.290559094,0.187929164,0.330385977,0.423346612,0.395611145,0.397282764,0.258411633,0.702516439,0.572479532
2,0.2075685,0.289637727,0.374960116,0.50640076,0.234516234,0.271674675,0.441874244,0.381233807,0.385819443,0.433597589,0.164085674,0.356696941,0.454381402,0.463603983,0.206026683,0.276919728,0.404848167,0.31963298,0.345522271,0.239489053,0.270955043,0.355317016,0.348042097,0.329722735,0.140300828,0.233564656,0.232056177,0.371284236,0.256844049,0.30100291,0.521085468,0.302974198,0.302663667,0.297736363,0.07216445,0.509521911,0.22104485,0.261300148,0.227868235,0.338448284,0.26400703,0.271436868,0.531007777,0.542884249,0.295854226,0.362713607,0.227621131,0.362484612,0.468110463,0.402717142,0.308960065,0.524654062,0.217248811,0.230036806,0.430763923,0.206122401,0.096642283,0.12540562,0.091440304,0.149764013,0.289486867,0.595837804,0.296519899,0.215932766,0.156731563,0.303811655,0.487387408,0.267257185,0.229407965,0.261678716,0.194041564,0.192702313,0.265168938,0.268303184,0.18965018,0.275193193,0.292362153,0.556850576,0.255942232,0.217521175,0.34905398,0.575308935,0.25007402,0.366735874,0.246681713,0.149674151,0.437226947,0.177151229,0.255084037,0.191591927,0.076659502,0.210264849,0.048205566,0.222200452,0.373981089,0.325637227,0.340397977,0.178704363,0.313306628,0.364080067,0.444718512,0.307698946,0.414617702,0.162477659,0.366858431,0.239223649,0.342212239,0.132856088,0.544633004,0.510127774,0.207267567,0.263041628,0.447969655,0.334105662,0.221613188,0.469612448,0.28118263,0.505200486,0.462180437,0.259255453,0.276665232,0.178093308,0.447927645,0.281759662,0.227578965,0.601637445,0.415127279,0.488479486,0.669605082,0.486975723,0.329719948,0.478992357,0.203324446,0.169550661,0.339956197,0.409473598,0.237855049,0.702346077,0.587528675,0.539187941,0.246688919,0.486747996,0.571557859,0.566754942,0.21243421,0.254735998,0.24299248,0.413788466,0.418939355,0.190085979,0.213578028,0.1666799,0.22887564,0.249766827,0.347964004,0.055406244,0.311283959,0.467339652,0.502842551,0.248458308,0.350024109,0.243771925,0.424763057,0.578344433,0.254398679,0.141630296,0.172280443,0.131947813,0.204503,0.141478508,0.653155248,0.29100919,0.174259424,0.512347114,0.195303961,0.323161889,0.292892867,0.175789068,0.140072357,0.438616827,0.487414396,0.268342332,0.271351077,0.460280642,0.437565154,0.235424722,0.194563679,0.423402336,0.275202395,0.311634389,0.258586853,0.400735974,0.201463086,0.4079934,0.766062192,0.616005982,0.532173545,0.715442093,0.424682465,0.364646468,0.511248531,0.601382609,0.291712914,0.453725673,0.544062904,0.518916631,0.477195623,0.439350547,0.422363253,0.327918577,0.325885216,0.206474824,0.313682134,0.284619716,0.496384615,0.423572791,0.384716563,0.541317074,0.454164172,0.4400552,0.418526438,0.277118219,0.243340976,0.159587139,0.45086783,0.393394465,0.382384978,0.324495389,0.142346694,0.097147186,0.260004976,0.435028956,0.518000594,0.522218903,0.457146307,0.391561847,0.332159109,0.598230831,0.413676092,0.424147519,0.22793961,0.312163141,0.455082713,0.418957118,0.533533937,0.30978394,0.821776615,0.657596688
3,0.328284545,0.39318824,0.587142114,0.670947586,0.401305482,0.327625189,0.545996534,0.474038367,0.472331144,0.473452798,0.144914377,0.452732594,0.530719125,0.483740732,0.254415932,0.371887093,0.462835482,0.39129341,0.412595232,0.323654882,0.310617852,0.429358808,0.450810506,0.323068229,0.1744428,0.318635087,0.238696219,0.334569043,0.389274031,0.41481976,0.576670732,0.430762386,0.39099084,0.404313988,0.166937409,0.623562174,0.401887076,0.35093077,0.28742096,0.359070666,0.296360929,0.363078826,0.555045901,0.582114747,0.337535456,0.38280236,0.243403969,0.406298795,0.499965927,0.46549775,0.334879087,0.579566245,0.220991341,0.268762836,0.466915734,0.254714621,0.091676226,0.119860785,0.084499642,0.19664507,0.364443151,0.726347029,0.437199597,0.196545904,0.18239831,0.27667238,0.498505318,0.276996722,0.303822716,0.312441734,0.341485938,0.261130323,0.322490819,0.304690863,0.240371266,0.27072994,0.304092461,0.605906914,0.247249571,0.219432742,0.39712566,0.676282552,0.321057072,0.444861472,0.316190414,0.193548994,0.475391109,0.17703661,0.278412501,0.195293517,0.097014782,0.228007014,0.037680962,0.270045538,0.39757165,0.331896018,0.34326876,0.132382591,0.289247772,0.398010943,0.433456372,0.314584428,0.448609017,0.168515603,0.346275422,0.275014075,0.416867188,0.163521128,0.612428607,0.545085082,0.242526742,0.28534123,0.537420315,0.336881576,0.246243086,0.475544945,0.308742459,0.592491347,0.495279515,0.320237101,0.303490149,0.203763698,0.530695523,0.311597966,0.258542469,0.661776341,0.460344584,0.495630528,0.725703839,0.533145923,0.390208761,0.570957789,0.20607524,0.17938144,0.387376509,0.441757956,0.271526497,0.732616022,0.756379219,0.601370024,0.274685086,0.53640928,0.574593014,0.549609139,0.23129375,0.302865819,0.26037027,0.390936889,0.423793582,0.192428825,0.238829071,0.177162971,0.240560675,0.253647851,0.366644354,0.067499013,0.349975463,0.47266618,0.538532321,0.27610128,0.340581207,0.280507607,0.444556932,0.581300365,0.258391832,0.176513039,0.183738291,0.15933324,0.243984619,0.154440454,0.684544946,0.304111172,0.165991003,0.601649455,0.214137522,0.343530242,0.360028607,0.186388711,0.134072759,0.4271395,0.48104335,0.260195533,0.302811222,0.488806485,0.439897932,0.211650164,0.175056179,0.463903479,0.3001311,0.305998627,0.313718319,0.439180656,0.278820202,0.4643051,0.820632152,0.633915329,0.662226157,0.726263578,0.446058416,0.487385777,0.60022147,0.68887136,0.349064574,0.520073447,0.524420954,0.525381974,0.560757571,0.609106996,0.546375659,0.370636058,0.360723257,0.249293358,0.36276656,0.316405805,0.597747131,0.497968652,0.406616031,0.559118651,0.47437337,0.463944529,0.422480962,0.267680972,0.31091819,0.234604314,0.49085432,0.450641445,0.415042019,0.387141465,0.14822777,0.082990027,0.302832075,0.506136178,0.545519411,0.542169089,0.484216955,0.442886135,0.346524859,0.596166293,0.417813069,0.3873993,0.238941215,0.257274091,0.4326737,0.431528126,0.56532758,0.334038451,0.838428703,0.679109171
4,0.332558551,0.443193976,0.672534833,0.677395041,0.502871889,0.3549324,0.589488361,0.553872717,0.52020166,0.510096508,0.166850383,0.473081884,0.418593129,0.532594789,0.223018518,0.390925622,0.502722609,0.435556107,0.394810559,0.382847884,0.356681341,0.464544057,0.539907005,0.334110673,0.152363861,0.390757373,0.273121283,0.361080918,0.370621745,0.438446717,0.523163539,0.45174791,0.436272683,0.47828815,0.213183286,0.740073864,0.530133582,0.386909746,0.329256563,0.34735186,0.334885922,0.368994372,0.51763432,0.567597975,0.342017127,0.392188369,0.241198894,0.408635036,0.492948911,0.426281357,0.332079494,0.544110146,0.220556169,0.263462212,0.497384884,0.247750145,0.08190152,0.11810428,0.083503909,0.204163344,0.348883701,0.866513708,0.378989838,0.214848015,0.202218089,0.325393141,0.506175078,0.296936657,0.304765811,0.351592248,0.407385299,0.296237033,0.349250779,0.421810728,0.247676482,0.28516175,0.288124418,0.669592977,0.272216275,0.204926135,0.389201462,0.651122459,0.378299932,0.442299234,0.336008414,0.199823395,0.472761257,0.210820178,0.293615579,0.204275995,0.106266482,0.245733058,0.060396571,0.293620095,0.406074124,0.330846095,0.313722652,0.133584087,0.280388518,0.323015614,0.394454196,0.286154049,0.414309056,0.157910973,0.433111026,0.256530754,0.471131762,0.169169906,0.581433121,0.537288847,0.255859375,0.264749432,0.56159206,0.308011539,0.242105504,0.477318163,0.308556804,0.64178143,0.524932029,0.304260154,0.304993891,0.210659954,0.528475193,0.282755587,0.245640828,0.687289473,0.448697012,0.494617383,0.74580996,0.513552332,0.382163538,0.646632621,0.207269053,0.153328705,0.357446094,0.418187092,0.260264192,0.805639149,0.838437115,0.660678011,0.290733163,0.548200302,0.579674824,0.630853069,0.220953399,0.30269455,0.27104532,0.392700209,0.396870463,0.185376923,0.238186437,0.177932547,0.258584527,0.244628741,0.349549499,0.061965498,0.370647167,0.47768268,0.552065552,0.312709943,0.395192359,0.35713756,0.460691455,0.611770075,0.230615841,0.182785641,0.16387205,0.158719313,0.257095075,0.157244868,0.819941065,0.249282778,0.121586905,0.623837205,0.199782022,0.349888781,0.39308122,0.16147181,0.117621292,0.451090708,0.433153619,0.250310739,0.292324835,0.451614607,0.411932921,0.205876549,0.17738898,0.459675335,0.305881902,0.346028212,0.336464657,0.439707892,0.362493939,0.463060954,0.877882249,0.629532461,0.730675486,0.744488381,0.501597349,0.509363903,0.635931997,0.727353619,0.348804501,0.545680856,0.541109738,0.547037141,0.621519266,0.707333606,0.562976286,0.433184623,0.352163902,0.260838555,0.360922507,0.345389288,0.559436847,0.486671837,0.399632851,0.501363627,0.439162663,0.450337838,0.403347671,0.246229133,0.329966543,0.253556576,0.47095642,0.423913636,0.449442411,0.368374078,0.156806476,0.094137547,0.335258147,0.522163342,0.59028165,0.511739464,0.477424866,0.442247377,0.332592964,0.595860717,0.439826025,0.414920512,0.261483288,0.226274481,0.415252119,0.407555253,0.573480056,0.388943477,0.815647746,0.66456082
